資料比對,分機號碼,線組編號,使用單位,裝機位置,分機種類,副機數量,G450 Port,對應DID號碼,拆遷記錄,備註
●,5822,"530N - 1
530G - 134              ",Y6P6,"3號ACL NGO綜合電腦室
Y6P6辦公室(值勤室)",甲機,2,006V212,0,100.03.03於14層單舍267室增1副,14F/267R/無線話機
,2069,530N - 10,Y568,NGO辦公室二樓,甲機,0,017V319,0,102.10.08新裝,
,3491,530N - 101,Y568,NGO/APL師級後段電氣室2F,甲機,1,017V511,0,1020809新裝,防颱/1020627拆備用
,2041,530N - 104,Y5R,電氣師級辦公室(APL後段電氣室二樓),甲機,0,017V313,0,102.09.30新裝及增1無線副機,NGO三廠
,2042,530N - 105,Y5R,電氣員級辦公室(APL後段電氣室二樓),甲機,0,017V314,0,102.09.30新裝及增1副,NGO三廠
,5785,530N - 106,中鋼精工,電氣室一樓(W435),乙機,1,021V601,0,1040824申甲；100.02.11新裝,
,3559,530N - 107,中鋼精工,電氣室2樓(W435),甲機,1,002V203,0,1040825新申+1副；92.08.14遷;93.08.02拆副,
,5247,530N - 108,中鋼精工,電氣室2樓(W435),乙機,1,011V210,0,1040825新申+1副；1040408拆回；94.07.25裝,
,3042,530N - 109,中鋼精工,實驗室(W435),未分類,0,015V423,0,,
,3014,530N - 110,中鋼精工,ET/UT實驗室(W435),甲機,0,013V221,0,1040825新申；92.01.07遷並增副；93.09.15遷,
,3754,530N - 111,中鋼精工,維護室(W435),甲機,0,014V311,0,1040825新申；97.02.14遷及增DID,FAX：8051594
,6320,530N - 112,,,甲機,,019V710,,,
,6334,530N - 113,C342,C342中鋼精工辦公室,甲機,0,020V119,8051056,,
,3141,530N - 114,C342,C342中鋼精工辦公室,甲機,2,017V423,8051056,103.03.12申遷；96.04.03遷；96.05.21更甲；991126增1副,
,2565,530N - 115,C342,C342中鋼精工辦公室,甲機,2,017V409,0,104.10.15遷移+2副機；103.12.16遷移拆1副；103.03.12遷移；96.04.03遷及拆副1；991126增1副,
,2032,530N - 12,Y554,NGO現場辦公室二樓,甲機,0,017V307,0,104.10.22遷移；102.09.30新裝,NGO三廠104.10.26取消遷移，改申請乙線5938
,3107,530N - 120,Y554,#APL後段控制室2F,甲機,1,017V422,0,1030108申遷;96.08.03新裝；97.05.07遷；1011128遷;,原Y82；原V32
,2031,530N - 121,Y5R,APL後段控制室,甲機,1,017V306,0,102.09.30新裝及增1副,NGO三廠，無線副機*1
,2039,530N - 123,Y567,NGO APL後段控制室邊輪班室,甲機,0,017V311,0,102.09.30新裝,NGO三廠
,2037,530N - 13,V410,NGO現場辦公室一樓,甲機,1,017V309,0,102.09.30新裝及增1副,
,2027,530N - 131,Y5R,APL前段控制室二樓,甲機,0,017V304,0,102.09.30新裝及增2副,NGO三廠
,2030,530N - 132,Y5R,APL股長室(前段控制室),甲機,0,017V305,0,102.09.30新裝,NGO三廠
,2038,530N - 14,V410,NGO現場辦公室一樓,甲機,1,017V310,0,102.09.30新裝及增1副,
,2086,530N - 15,Y567,"NGO(APL,3ACL,3RCM) 師級維護辦公室",甲機,0,017V320,0,102.10.08新裝,
,2470,530N - 151,W671,北門地磅,甲機,0,015V311,0,,C32亦使用
,6042,530N - 153,C321,中鋼北門管制站、北門地磅(W671),乙機,0,015V417,0,97.05.09拆副１,
,5496,530N - 17,Y567,"NGO(APL,3ACL,3RCM) 師級維護辦公室",甲機,0,018V103,0,103.02.21遷移；96.05.18裝；96.08.03增副；97.08.21遷 ；1001101增1副；1011128遷及拆1副,
,2616,530N - 171,Y557,#3RCM控制室,甲機,1,017V412,0,102.11.15新裝及增1副,
,2617,530N - 172,Y557,#3RCM待命室,甲機,1,017V413,0,102.11.15新裝及增1副,
,5938,530N - 173,Y554,APL鋼捲儲區控制室,乙機,0,023V820,0,104.10.26增乙；,
,6041,530N - 174,Y557,3RCM新廠房待命室,乙機,1,003V604,0,104.12.02申乙+1副,
,5996,530N - 189,Y568,NGO/3RCM電氣室3F師級辦公室/3F-PLC ROOM,甲機,1,018V209,0,1020906新裝及增1副,
,5997,530N - 190,Y568,NGO/3RCM電氣室3F員級辦公室/3F-PLC ROOM,甲機,1,018V210,0,1020906新裝及增1副,
,5978,530N - 198,Y5752,NGO 1F控制室/工具室,甲機,1,018V207,0,1020614新裝即增1副,
,5977,530N - 199,Y5752,NGO辦公室2F/會議室,甲機,2,018V206,0,1020614新裝即增1副,
,3022,530N - 2,Y557,Y557課長辦公室,甲機,1,017V418,0,103.02.12拆1副；97.08.06增副；1001220遷；1011112遷即拆1副；1020208增1副,
,5976,530N - 200,Y5752,NGO辦公室2F/顧問室,甲機,0,018V205,0,1020614新裝即增1副,
,3029,530N - 201,V62,V4辦公大樓西邊(一行)1F,甲機,1,006V714,0,1040930遷移；1030124申遷；92.01.07遷；93.09.15遷；94.03.01遷；97.11.28遷；98.10.15遷,
,5981,530N - 202,V62,V4辦公大樓西邊(一行)1F,甲機,2,007V513,0,1020701新裝；1020910遷,
,6517,530N - 203,V62,V4大樓 1F,甲機,1,012V118,0,,
,3208,530N - 204,V41,V4辦公大樓2F,甲機,0,017V501,0,92.05.21遷；94.02.25；1011128遷,V41副組長
,3078,530N - 205,V41,V4辦公大樓2F,甲機,1,017V421,0,91.10.18遷；92.04.22遷並拆副；94.02.25；1001201增1副；1011128遷,
,2578,530N - 206,V41,V4辦公大樓2F,甲機,1,017V411,0,94.02.25；1011128遷及增1副,
,5982,530N - 207,V62,V4辦公大樓西邊(一行)1F,甲機,1,007V514,0,1020701新裝；1020910遷,
,3241,530N - 208,V41,二行五樓西北/遷NGO原鋼構2F,甲機,1,017V505,0,92.03.06遷；94.02.25；1011128遷及增1副,
,3035,530N - 209,V42,V4辦公大樓1F,甲機,1,017V419,0,103.03.28申遷；94.02.25；96.04.24拆；96.04.25更V42；1011128遷及增1副,原V31、V42組長
,6202,530N - 210,V42,V4辦公大樓1F,甲機,1,018V214,0,96.05.18裝；96.08.03增副；1001101增1副；1011128遷及拆1副,
,5992,530N - 211,V62,V4辦公大樓西邊(一行)1F,甲機,1,007V516,0,1040714增1副/1020923新裝增1副,
,5497,530N - 212,V42,V4辦公大樓1F,甲機,1,018V104,0,1105.05.09申遷；011128遷及拆1副；1020813增1副,
,5606,530N - 213,V42,V4辦公大樓1F,甲機,2,018V107,0,1011128新裝；1011210增2副,
,5995,530N - 214,V62,V4辦公大樓西邊(一行)1F,甲機,0,007V517,0,1040714增1副；1020923新裝增1副,
,2531,530N - 215,V63,V4辦公大樓(一行)東北邊1F,甲機,0,006V615,0,1030124申遷；94.02.25,原Y85
,3030,530N - 216,V63,V4辦公大樓(一行)東北邊1F,甲機,0,006V715,0,1030124申遷；,
,3034,530N - 217,V63,V4辦公大樓(一行)東北邊1F,甲機,0,006V716,0,1030124申遷；94.02.25,原Y85
,5626,530N - 218,V43,V4辦公大樓3F,甲機,0,018V109,0,1011128新裝,
,3221,530N - 219,V63,V4辦公大樓(一行)東北邊1F,甲機,0,007V215,0,1030124申遷；91.01.17遷；92.01.07遷；93.09.15遷；94.02.25遷；94.03.01遷；,
,3655,530N - 220,V63,V4辦公大樓(一行)東北邊1F,甲機,0,007V313,0,1030124申遷;,
,5285,530N - 221,V63,V4辦公大樓(一行)東北邊1F,甲機,1,007V406,0,1030124申遷+1副；94.11.23裝,
,5952,530N - 222,V44,V4辦公大樓1F,甲機,0,018V124,0,1001116新裝；1020311遷,
,3230,530N - 223,V44,V4辦公大樓1F,甲機,0,017V503,0,94.03.01遷；96.04.18更單位及遷；1020311遷,原V10、V44組長
,3252,530N - 224,V44,V4辦公大樓1F,甲機,0,017V506,0,94.02.25；96.07.19遷；97.05.07遷；97.08.06遷；1020311遷,V43組長
,6030,530N - 225,V63,V4辦公大樓(一行)東北邊1F,甲機,0,007V519,0,1030124申遷;,
,2139,530N - 226,V62,V4辦公大樓西邊(一行)1F,甲機,0,006V606,0,103.01.13申1甲+1副,
,3037,530N - 227,V4 A,V4辦公大樓2F,甲機,0,017V420,8051037,94.02.25；98.11.17遷；1020531遷,V41組長
,2513,530N - 228,V64,V4辦公大樓西邊(一行)1F,甲機,0,002V518,0,1030113遷；92.01.07拆副；94.03.07遷；100.06.03遷；1020910遷,成本中心歸0EA00
,5487,530N - 228,V43,V4辦公大樓3F,甲機,1,018V101,0,96.05.18裝；1011128遷及增1副,
,3219,530N - 229,V4,V4辦公大樓2F,甲機,0,017V502,8051031,91.10.18遷；92.10.22遷；1020531遷,處長
,2762,530N - 230,V64,V4辦公大樓西邊(一行)1F,甲機,0,001V622,0,1040821增甲+1副；,
,5979,530N - 231,V64,V4辦公大樓西邊(一行)1F,甲機,0,007V511,0,1020625新裝,
,3021,530N - 232,V49,V4辦公大樓2F,甲機,0,017V417,0,94.02.25；1020531遷,
,6853,530N - 233,V49,V4辦公大樓2F,甲機,0,018V221,0,94.02.25；1020531遷,
,5980,530N - 234,V64,V4辦公大樓西邊(一行)1F,甲機,0,007V512,0,1020625新裝,
,2091,"530N - 236
230A2 - 266",V69,"V4辦公大樓(一行)東南邊1F
二行6F 601R",甲機,1,006V601,0,102.10.08新裝及增1副,
,2377,530N - 237,V43,V4辦公大樓(一行)東南邊1F,甲機,2,006V614,0,1030124申1甲1副；92.01.07新裝,
,3657,530N - 238,V49,V4辦公大樓2F,甲機,0,017V520,0,97.03.14遷；1020531遷,
,3279,530N - 239,V49,V4辦公大樓2F,甲機,0,017V508,0,90.11.09裝；91.03.22遷；91.05.20更甲；1020531遷,V49組長
,2026,530N - 240,W511,NGO變電所一/四樓,乙機,1,017V303,0,102.09.30新裝及增1副,
,2540,530N - 241,V43,V4辦公大樓(一行)1F處長室,甲機,0,001V221,8051036,98.09.03遷；1021001刪DID，1021008遷,1030919-更數位話機- 1071008-更換類比話機
,5964,530N - 242,V43,V4辦公大樓3F,甲機,1,018V202,0,1030114申遷；1011112新裝及增1副,
,3630,530N - 243,V62,V4辦公大樓西邊(一行)1F,甲機,0,002V224,0,,
,5962,530N - 245,V43,V4辦公大樓3F,甲機,1,018V201,0,1030114申遷；1011112新裝；1020619增1副,
,5965,530N - 246,V43,V4辦公大樓3F,甲機,2,018V203,0,105.05.05申遷；1030114申遷；1011112新裝及增1副；1021107增1副,
,6590,530N - 248,V44,V44 1F 104室,甲機,1,024V224,0,,
,3065,530N - 250,V44,V4辦公大樓1F,甲機,2,017V107,0,105.03.17增1副；103.08.25申1甲+1副；94.03.30遷；96.08.22拆控；96.08.03新裝；97.05.07遷；1001104增1副,
,6351,530N - 251,T74,中宇大樓B1監診中心,乙機,0,020V103,0,,
,6352,530N - 252,T74,中宇大樓B1監診中心,乙機,0,019V601,0,,
,5587,530N - 261,中鋼精工,W435課長室,甲機,0,018V312,0,103.12.25增甲；,
,5780,530N - 262,中鋼精工,W435工程師室,甲機,1,015V120,0,103.12.25增甲+1副；,
,5782,530N - 263,中鋼精工,W435股長室,甲機,2,018V323,0,106.01.18增1副；103.12.25增甲+1副；,
,5507,530N - 264,W435,W435課長室,甲機,0,015V410,0,105.03.14增甲；,
,5926,530N - 265,中鋼精工,W463辦公室,甲機,1,015V121,0,103.12.25增甲+1副；,
,5928,530N - 266,中鋼精工,W463辦公室,甲機,1,018V324,0,103.12.25增甲+1副；,
,3840,530N - 267,中鋼精工,T263辦公室,甲機,0,018V216,0,103.12.25增甲；,
,6418,530N - 268,A13,中鋼構大樓1樓西側-電機控制訓練教室,甲機,0,018V402,0,105.11.22更甲；105.08.08增乙；,105.11.22更甲供保全共用
,3961,530N - 296,中宇,四舍421室,乙機,0,017V607,0,97.09.03遷；1021025遷及改乙線,
,3964,530N - 297,中宇,四舍421室,乙機,0,017V609,0,97.09.03遷；1021025遷及改乙線,
,3930,530N - 298,中宇,四舍421室,乙機,0,017V602,0,97.09.03遷；1021025遷及改乙線,
,3931,530N - 299,中宇,四舍421室,乙機,0,017V603,0,97.09.03遷；1021025遷及改乙線,
,3265,530N - 3,Y557,Y557辦公室-副課長/#3RCM工程師,甲機,2,017V507,0,103.02.12增1副；1010706遷；1011112遷及增1副,
,3932,530N - 300,中宇,四舍421室,乙機,0,017V604,0,97.09.03遷；1021025遷及改乙線,
,5990,530N - 31,Y6P6,#3ACL電腦室,甲機,1,018V208,0,1020809新裝及增1副,
,2088,530N - 32,Y6P6,#3RCM電腦室,甲機,1,017V321,0,102.10.08新裝,
,2089,530N - 33,Y6P6,APL電腦室,甲機,1,017V322,0,102.10.08新裝,
,2090,530N - 34,Y557,#3ACL前段電器室2F會議室,乙機,0,017V323,0,105.04.28更乙；102.10.08新裝,
,3207,530N - 5,Y567,遷NGO擴建工地辦公室一樓/102.12.25遷2F-3ACL辦公室,甲機,0,017V424,0,94.04.13增副；96.05.04拆；96.08.03新裝；1010706遷；1011112遷;1021225遷,原Y82；原V32
,3494,530N - 54,Y568,NGO 3ACL電氣室3F/主電氣室3F PLC ROOM,甲機,1,017V514,0,1020717新裝及增1副,防颱/1020627拆備用
,2103,530N - 7,Y567,"NGO員級維護辦公室(3RCM,3ACL)",甲機,0,017V324,0,102.12.27申甲;96.06.22開放可撥國際；97.09.11遷；1001221遷,
,3493,530N - 72,Y568,NGO 3ACL電氣室3F/前段電氣1F MCC ROOM,甲機,1,017V513,0,1020717新裝及增1副,防颱/1020627拆備用
,3495,530N - 73,Y568,NGO 3ACL電氣室3F/主電氣室3F PLC ROOM,甲機,1,017V515,0,1020717新裝及增1副,防颱/1020627拆備用
,2033,530N - 8,Y554,NGO現場辦公室二樓,甲機,0,017V308,0,102.09.30新裝,NGO三廠
,5185,530N - 81,Y557,3ACL新廠房發貨站,甲機,0,018V317,0,104.11.18申乙；,
,2047,530N - 89,Y5(Y557),ACL 塗裝控制室,甲機,0,017V316,0,102.10.08新裝,NGO
,2120,530N - 9,Y567,"NGO員級維護辦公室(3RCM,3ACL)",甲機,0,017V401,0,102.12.27申甲;95.01.11新裝,
,2067,530N - 90,Y5(Y557),ACL包裝控制室,甲機,0,017V318,0,102.10.08新裝,NGO
,3492,530N - 91,T293,#3ACL檢驗室,甲機,0,017V512,0,1020809新裝；102.12.03改檢驗室,防颱/1020627拆備用
,2023,530N - 92,Y5RO,#3ACL主控室,甲機,0,017V301,0,102.10.08新裝,NGO
,2024,530N - 93,Y55,#3ACL主控室邊,甲機,0,017V302,0,102.10.08新裝102.12.03改主控室,NGO
,2074,5F - 1,Y1S,一行五樓 501室,甲機,2,001V205,8051020,93.02.05遷；94.06.30增副,工業安全組 8051020
,6884,5F - 11,Y11,一行五樓 R504,甲機,1,001V517,8051584,96.06.07遷；1010531增1副,DID:8051584
,5874,5F - 13,Y000,一行5F 506R,甲機,0,001V121,0,1010309新裝,
,6885,5F - 15,Y11,一行五樓 R504,甲機,1,001V518,0,96.06.07遷及拆副1；991126增1副,
,6049,5F - 19,Y11,一行五樓 R505,甲機,1,001V511,0,94.08.10遷；96.06.07遷及增副；99.03.01增副1,
,6039,5F - 23,Y11,一行五樓 R505,甲機,2,001V510,8051260,96.06.07遷及增副；99.03.01增副1,DID:8051260
,6173,5F - 27,Y11,一行五樓 R505,甲機,1,001V514,0,95.04.17增副；96.06.07增副1,
,2066,5F - 3,Y1,一行五樓 R502,甲機,0,001V117,8051066,10408更資料刪副機；93.02.05遷；96.05.15遷,Y1處長 ，1030919-更數位話機-處長 8051066 原Y9
,3480,5F - 35,Y12,一行五樓 R509,甲機,2,001V402,8051034,96.06.07遷及拆副,DID:8051034
,2645,5F - 39,Y12,一行五樓 R509,甲機,1,001V305,0,94.08.10遷；96.06.07遷,
,3126,5F - 45,Y12,一行五樓 R507,甲機,2,001V322,8051219,91.12.23拆副；96.06.07遷及拆副,DID:8051219
,2629,5F - 47,Y12,一行五樓 R507,甲機,1,001V304,0,；94.04.14遷；96.06.07遷,
,2585,5F - 5,Y11,一行五樓 R503,甲機,0,001V301,8051585,94.08.10遷；94.10.11增副；96.06.07遷及拆副2,DID:8051585
,2012,5F - 51,WA2,一行五樓515室,甲機,0,002V110,8051087,,生產助理副總  ，1030919-更數位話機-助理副總 8051087
,2203,5F - 53,W0,一行五樓512,甲機,0,002V111,8051084,99.09.02新裝,1030919-更數位話機-DID:8051084
,8006,5F - 55,W0,一行五樓512,甲機,0,003V111,0,,
,2011,"5F - 57
5F - 65",W,一行五樓513室,甲機,0,001V113,8051011,102.12.03遷移；,生產副總  1030919-更數位話機-副總經理 8051011
,2115,5F - 59,WA3,一行五樓516,甲機,0,001V114,8051522,,1030919-更數位話機-助理副總 8051522
,2498,5F - 61,WA1,一行五樓518,甲機,0,003V110,8051139,,1030919-更數位話機-助理副總 8051139
,2293,5F - 63,W0,一行五樓519,甲機,0,001V115,8051021,,1030919-更數位話機-
,3407,5F - 67,W0,二行三樓,甲機,0,001V324,8051047,,傳真機 8051047
,6868,5F - 69,WA2,一行5樓511室,甲機,0,001V516,0,103.05.13增甲；98.06.25拆控；99.05.11新裝；101.04.05加DID,張碧華增設(行動辦公室)；可撥國際DID:8051021
,3000,5F - 7,Y12,一行五樓 R503,甲機,0,001V317,8051209,103.09.29申1副(無線話機)；96.06.07遷,組長 8051209
,3811,5F - 9,Y12,一行五樓 R508,乙機,1,001V413,8051265,105.07.28增1副；96.06.15遷；96.10.24增副,DID:8051265
,2002,6F - 11,BPE,一行樓六樓,甲機,0,002V102,8051002,,總經理（數位話機）
,2003,6F - 15,BPE,一行樓六樓,甲機,0,003V115,8051003,,總經理（數位話機）
,5888,6F - 19,P0,一行6F/P0秘書使用,甲機,0,001V102,8051014,1010208新裝,1030919-更數位話機-
,5877,6F - 21,E0,一行六樓E0秘書等併2002及2003分機,甲機,0,002V113,8051015,1010305新裝,1030919-更數位話機-
,5234,6F - 23,P0,一行六樓管理員櫃檯,乙機,0,001V419,0,94.02.21新裝；96.04.12遷；96.08.20拆控-不拆；98.06.17拆控；99.05.12裝,
,3473,6F - 25,H11,一行6F/604室對面辦公室,甲機,1,001V401,0,100.01.18遷；1010111增1副,
,2241,6F - 26,A22,一行6F/603室/經理部門行動辦公室,甲機,0,001V219,0,100.01.18遷；1021007遷,
,2070,6F - 27,A22,一行六樓西側604室/經理部門行動辦公室,甲機,0,001V203,0,1021007遷,
,3927,6F - 39,A22,一行6F/605室/經理部門行動辦公室,甲機,0,001V415,0,100.01.18遷；1021007遷,
,5668,6F - 45,B,一行6F/B專用會議室,甲機,0,001V503,8051558,,DID:8051558
,3500,6F - 49,H10,一行6F/604室對面辦公室,甲機,1,001V403,0,96.08.13遷，100.01.18遷；100.01.25增1副裝於604室對面,
,2517,6F - 50,A22,一行6F/605-1室/經理部門行動辦公室,甲機,0,001V222,0,96.08.13遷；100.01.18遷；1021007遷,
,5301,6F - 69,B0,一行六樓,甲機,0,002V105,8051531,94.11.15,DID:8051531 可撥國際
,5300,6F - 7,B,一行六樓,甲機,0,001V105,8051530,94.11.15,1030919-更數位話機-DID:8051530 可撥國際
,2001,6F - 9,BPE,一行樓六樓,甲機,0,003V101,8051001,,總經理（數位話機）
,6916,6F - 99,中保,一行六樓/CCTV,甲機,0,001V520,0,,中保電話影像傳輸CCTV
,2179,A - 1,C3,運輸大樓一樓、102、105、104,甲機,2,003V501,8051179,91.06.28遷102室；97.01.02增副；97.02.29增無線話機（104）,處長DID:8051179；無線話機
,2784,A - 10,C31,C3大樓 三樓東側,甲機,0,003V507,0,,
,2169,A - 11,C31,運輸大樓二樓,甲機,0,003V421,8051018,,DID:8051018
,2644,A - 12,C31,運輸大樓二樓,甲機,0,003V505,8051158,,DID:8051158
,2665,A - 13,C31,運輸大樓三樓,甲機,0,003V506,8051163,1010328拆1副,DID:8051163
,2632,A - 14,C31,運輸大樓三樓,甲機,1,003V504,8051154,1010328增1副,DID:8051154
,5489,A - 15,兆豐商銀,財務大樓一樓,乙機,0,003V319,0,96.02.09裝,
,3327,A - 18,C30,運輸大樓、105,甲機,0,003V513,8051233,91.06.28遷；97.01.02增副；1020702可撥行動,DID:8051233；可撥行動
,2546,A - 19,C30,運輸大樓一樓,甲機,0,003V503,8051220,,DID:8051220
,2500,A - 2,C3,C3運輸大樓2樓辦公室,甲機,0,003V502,8051501,拆副機*1-供3338副機用,DID:8051501
,3316,A - 20,C31,運輸大樓二樓,甲機,1,003V512,8051230,,DID:8051230
,3338,A - 21,C31,運輸大樓三樓,甲機,0,003V514,8051278,105.08.08增1副(移2500副機用)；91.09.03遷；100.06.03增1副；1010328拆2副,DID:8051278
,3828,A - 23,C31,運輸大樓二樓,甲機,0,003V517,8051282,,傳真機  8051282
,3833,A - 24,C31,運輸大樓二樓,甲機,0,003V518,8051285,95.10.04增副；96.08.03遷；97.05.19拆副,DID:8051285
,3835,A - 25,C31,運輸大樓三樓,甲機,2,003V519,0,1010328增2副,
,3836,A - 26,C31,運輸大樓三樓,甲機,1,003V520,0,1010328增1副,
,5985,A - 29,C3A,C3大樓1樓副處長室(104R),甲機,0,006V217,8051059,1080314新裝,C3副處長
,3109,A - 3,C31,運輸大樓二樓,甲機,0,003V511,8051217,,DID:8051217
,5482,A - 30,C3,行政區C3大樓一樓106室/台灣鋼鐵公會使用,甲機,0,003V524,0,1020118新裝,供台灣鋼鐵公會使用
,5268,A - 33,C31,運輸大樓3F,甲機,2,003V522,8051502,94.09.15新裝；95.05.15增副；97.06.10遷,支援中龍；DID:8051502
,5421,A - 35,C3A,C3運輸大樓2樓辦公室,甲機,0,003V523,0,100.01.28新裝,
,5508,A - 36,C31,運輸大樓二樓,甲機,0,003V602,0,100.01.28新裝,
,5771,A - 38,C30,C3大樓102R,未分類,0,002V217,0,1000719新裝,國際
,2175,A - 4,C31,運輸大樓二樓,甲機,1,003V424,8051074,103.08.18增1副；94.04.29遷,DID:8051074
,2170,A - 40,C31,運輸大樓二樓,甲機,1,003V422,8051070,98.01.07增副,DID:8051070
,6679,A - 42,C310,C310運輸處大樓203室,甲機,1,008V517,0,,
,6302,A - 49,C31,C3大樓3樓,甲機,0,019V402,0,,
,2801,A - 5,C31,運輸大樓二樓,甲機,1,003V509,8051080,,DID:8051080
,6303,A - 50,C31,C3大樓3樓,甲機,0,019V724,0,,
,2009,A - 6,C33,C3運輸大樓二樓東側,甲機,2,003V420,8051004,,港關組 ，DID:8051004
,6404,A - 7,C31,運輸大樓二樓,甲機,1,003V605,0,,
,6355,A - 8,C310,C3大樓2F,甲機,0,020V101,8051155,,
,2174,A - 9,C31,運輸大樓三樓,甲機,0,003V423,8051073,91.09.03遷；97.06.10拆副,DID:8051073
,3589,A1 - 1,兆豐商銀,銀行櫃台,甲機,2,002V623,0,,兆豐國際商銀
,5177,A1 - 13,兆豐商銀,財務大樓一樓,甲機,0,003V314,0,93.10.19裝,
,5491,A1 - 16,W511,11KV 6KB 1/2線材變電站,乙機,0,003V601,0,96.03.06裝,
,5169,A1 - 27,兆豐商銀,財務大樓一樓(兆豐銀使用),甲機,0,003V313,0,103.04.18申1甲；93.03.17裝,
,6989,A1 - 3,兆豐商銀,財務大樓一樓,甲機,0,003V418,0,,兆豐國際商銀
,5189,A1 - 41,兆豐商銀,財務大樓一樓,甲機,0,003V315,0,93.03.04更碼；原鋼友使用94.01.27拆；95.02.22新裝,
,3499,A1 - 43,鋼友,財務大樓一樓,甲機,0,002V608,0,92.12.12新裝；93.05.10遷；1010704增1副；1021104遷,鋼友旅行社
,6499,A1 - 44,鋼友,財務大樓一樓,甲機,1,003V413,0,91.06.19新裝；1021104遷,鋼友旅行社
,2489,A1 - 5,兆豐商銀,財務大樓一樓,甲機,1,018V515,0,92.05.02遷,兆豐國際商銀
,5168,A1 - 53,兆豐商銀,財務大樓一樓(兆豐銀使用),甲機,0,003V312,0,103.04.18申1甲；93.03.17裝,
,6889,A1 -11,兆豐商銀,財務大樓一樓,甲機,1,003V415,0,92.05.02新裝,
,6813,A2 - 2,V55,財務大樓2樓207室,乙機,0,013V318,0,,緊急指揮中心
,2743,A2 - 34,中冠,財務大樓302室,乙機,1,002V521,0,103.05.22申1甲1副,Y6T代申請，費用掛Y6T
,2754,A2 - 35,中冠,財務三樓303室,乙機,1,002V523,0,103.05.22申1乙1副,Y6T代申，費用掛Y6T
,3585,A2 - 36,中冠,財務大樓305室,乙機,1,002V622,0,103.05.22申1乙1副；94.08.18遷,Y6T代申，費用掛Y6T
,6633,A2 - 38,Y6T,財務大樓3F K15高爐組,乙機,0,006V515,0,,
,3399,A2 - 42,鋼友,財務大樓一樓,甲機,0,009V507,0,103.06.13申1甲,A11代申
,3358,A2 - 5,T16,財務大樓二樓204室(供中冠使用),乙機,1,005V304,0,103.04.18申1乙1副；,
,5616,A2 - 5,Y6T,財務大樓2樓203室(中冠辦公室),乙機,1,006V205,0,104.10.20簽移；103.04.21遷移；99.04.06新裝,
